Car [id=1, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=5198, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=343799 ]
Car [id=1402, brand=Tata, model=Tiago, varient=XM 1.2 REVOTRON, year=2016, drivenKilometers=43387, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=323099 ]
Car [id=1404, brand=Hyundai, model=i10, varient=SPORTZ 1.2 KAPPA2, year=2011, drivenKilometers=53077, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=265699 ]
Car [id=1406, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=55752, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=143799 ]
Car [id=1409, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=66350, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=311399 ]
Car [id=1410, brand=Datsun, model=Redi, varient=Go A, year=2018, drivenKilometers=50472, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=225299 ]
Car [id=1411, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=50024, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=266999 ]
Car [id=1412, brand=Maruti, model=Ritz, varient=VXI BS IV, year=2011, drivenKilometers=76919, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=242799 ]
Car [id=1414, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=70239, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=150499 ]
Car [id=1415, brand=Maruti, model=Swift, varient=VDI ABS, year=2017, drivenKilometers=68792, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=491599 ]
Car [id=1416, brand=Hyundai, model=i10, varient=MAGNA 1.1 IRDE2, year=2011, drivenKilometers=66492, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=257299 ]
Car [id=1417, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=68546, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=346899 ]
Car [id=1418, brand=Hyundai, model=i10, varient=SPORTZ 1.2, year=2008, drivenKilometers=66404, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=172299 ]
Car [id=1420, brand=Toyota, model=Etios, varient=Liva GD, year=2013, drivenKilometers=67401, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=302099 ]
Car [id=1422, brand=Maruti, model=A, varient=Star VXI, year=2009, drivenKilometers=62155, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=164799 ]
Car [id=1423, brand=Honda, model=Jazz, varient=1.2 V AT, year=2018, drivenKilometers=20232, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=597799 ]
Car [id=1425, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=65151, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=287399 ]
Car [id=1426, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=63561, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=350599 ]
Car [id=1428, brand=Hyundai, model=Elite, varient=i20 ASTA 1.2, year=2015, drivenKilometers=59466, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=505899 ]
Car [id=1429, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=41185, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=286499 ]
Car [id=1430, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=59849, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=425399 ]
Car [id=1431, brand=Maruti, model=Ritz, varient=VXI, year=2009, drivenKilometers=62936, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=239799 ]
Car [id=1432, brand=Maruti, model=Swift, varient=LXI 1.3, year=2008, drivenKilometers=86350, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=189999 ]
Car [id=1433, brand=Maruti, model=Celerio, varient=ZXI, year=2016, drivenKilometers=72059, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=352499 ]
Car [id=1436, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=64031, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=403899 ]
Car [id=1438, brand=Maruti, model=Swift, varient=LXI 1.3, year=2008, drivenKilometers=61909, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=196299 ]
Car [id=1439, brand=Maruti, model=Swift, varient=ZDI, year=2012, drivenKilometers=80936, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=309499 ]
Car [id=1440, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=62613, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=141099 ]
Car [id=1443, brand=Hyundai, model=i10, varient=MAGNA 1.1 IRDE2, year=2012, drivenKilometers=83685, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=208199 ]
Car [id=1444, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2010, drivenKilometers=87770, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=195799 ]
Car [id=1445, brand=Maruti, model=Swift, varient=ZXI, year=2012, drivenKilometers=70522, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=399599 ]
Car [id=1446, brand=Maruti, model=Swift, varient=ZDI, year=2014, drivenKilometers=72636, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=428799 ]
Car [id=1447, brand=Maruti, model=Ritz, varient=VDI, year=2013, drivenKilometers=66549, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=300499 ]
Car [id=1448, brand=Maruti, model=Swift, varient=ZXI, year=2015, drivenKilometers=67696, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=381399 ]
Car [id=1449, brand=Hyundai, model=i10, varient=MAGNA 1.2, year=2008, drivenKilometers=69701, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=164599 ]
Car [id=1450, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2011, drivenKilometers=85761, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=204499 ]
Car [id=1451, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=63642, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=393099 ]
Car [id=1452, brand=Volkswagen, model=Polo, varient=COMFORTLINE 1.2L DIESEL, year=2012, drivenKilometers=69584, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=326699 ]
Car [id=1453, brand=Honda, model=Jazz, varient=1.2 BASE I VTEC, year=2010, drivenKilometers=69305, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=318499 ]
Car [id=1454, brand=Hyundai, model=i10, varient=SPORTZ 1.2 KAPPA2, year=2011, drivenKilometers=79303, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=211999 ]
Car [id=1455, brand=Maruti, model=Wagon, varient=R 1.0 LXI, year=2018, drivenKilometers=69958, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=366099 ]
Car [id=1456, brand=Hyundai, model=Grand, varient=i10 SPORTZ 1.1 CRDI, year=2013, drivenKilometers=64179, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=283299 ]
Car [id=1458, brand=Toyota, model=Etios, varient=Liva D 4D GD, year=2013, drivenKilometers=65986, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=314299 ]
Car [id=1459, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=57864, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=143199 ]
Car [id=1460, brand=Maruti, model=Ritz, varient=VDI, year=2013, drivenKilometers=70687, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=278899 ]
Car [id=1461, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=70684, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=334999 ]
Car [id=1463, brand=Maruti, model=Ritz, varient=VDI, year=2015, drivenKilometers=64475, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=294699 ]
Car [id=1464, brand=Maruti, model=Ritz, varient=VDI, year=2013, drivenKilometers=76553, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=273599 ]
Car [id=1466, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=66476, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=406099 ]
Car [id=1467, brand=Maruti, model=Swift, varient=VXI, year=2011, drivenKilometers=78545, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=323499 ]
Car [id=1468, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=76353, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=308299 ]
Car [id=1470, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=61907, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=231799 ]
Car [id=1472, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=80910, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=405899 ]
Car [id=1473, brand=Maruti, model=Alto, varient=K10 LXI, year=2011, drivenKilometers=80346, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=207499 ]
Car [id=1474, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=84213, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=317399 ]
Car [id=1477, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=82585, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=302799 ]
Car [id=1478, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=80682, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=304899 ]
Car [id=1479, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.2, year=2017, drivenKilometers=74267, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=499299 ]
Car [id=1480, brand=Hyundai, model=Elite, varient=i20 MAGNA 1.4 CRDI, year=2015, drivenKilometers=78343, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=438699 ]
Car [id=1481, brand=Hyundai, model=i20, varient=Active 1.4 S, year=2018, drivenKilometers=70732, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=534699 ]
Car [id=1482, brand=Maruti, model=Swift, varient=ZDI, year=2012, drivenKilometers=84352, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=320299 ]
Car [id=1483, brand=Maruti, model=Swift, varient=LDI BS IV, year=2013, drivenKilometers=75493, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=301499 ]
Car [id=1485, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=83258, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=134599 ]
Car [id=1486, brand=Maruti, model=Swift, varient=VDI, year=2015, drivenKilometers=86567, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=363699 ]
Car [id=1487, brand=Hyundai, model=i10, varient=MAGNA 1.2, year=2008, drivenKilometers=94707, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=157499 ]
Car [id=1489, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=67011, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=345399 ]
Car [id=1490, brand=Maruti, model=Ritz, varient=VXI, year=2009, drivenKilometers=80590, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=251299 ]
Car [id=1493, brand=Maruti, model=Swift, varient=VXI, year=2014, drivenKilometers=71876, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=382199 ]
Car [id=1494, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=92086, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=389099 ]
Car [id=1496, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=54799, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=112399 ]
Car [id=1497, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=71382, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=347599 ]
Car [id=1499, brand=Maruti, model=Zen, varient=Estilo VXI, year=2009, drivenKilometers=98519, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=160199 ]
Car [id=1502, brand=Fiat, model=Punto, varient=EVO MULTIJET 1.3 90 HP, year=2014, drivenKilometers=82095, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=266799 ]
Car [id=1503, brand=Maruti, model=Swift, varient=VXI, year=2017, drivenKilometers=58074, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=502299 ]
Car [id=1504, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=79144, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=365999 ]
Car [id=1505, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=76042, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=417899 ]
Car [id=1506, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=72597, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=359299 ]
Car [id=1507, brand=Hyundai, model=Santro, varient=Xing GL, year=2008, drivenKilometers=91288, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=145399 ]
Car [id=1508, brand=Maruti, model=Swift, varient=VDI ABS, year=2014, drivenKilometers=83368, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=360399 ]
Car [id=1509, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=76724, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=411699 ]
Car [id=1511, brand=Hyundai, model=Santro, varient=Xing GLS, year=2008, drivenKilometers=96247, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=132799 ]
Car [id=1512, brand=Ford, model=Figo, varient=1.4 LXI DURATORQ, year=2012, drivenKilometers=109230, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=224199 ]
Car [id=1513, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=118427, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=168499 ]
Car [id=1515, brand=Toyota, model=Etios, varient=Liva GD, year=2012, drivenKilometers=94952, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=259299 ]
Car [id=1518, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=86072, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=412999 ]
Car [id=1519, brand=Hyundai, model=i20, varient=SPORTZ 1.4 CRDI, year=2013, drivenKilometers=84346, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=331699 ]
Car [id=1521, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=82591, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=331299 ]
Car [id=1522, brand=Toyota, model=Etios, varient=Liva D 4D GD, year=2012, drivenKilometers=87914, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=260799 ]
Car [id=1524, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=86036, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=330399 ]
Car [id=1525, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=89809, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=284699 ]
Car [id=1526, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=85611, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=407799 ]
Car [id=1527, brand=Hyundai, model=i10, varient=ERA, year=2007, drivenKilometers=109750, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=155999 ]
Car [id=1528, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=82346, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=347199 ]
Car [id=1529, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=87567, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=332999 ]
Car [id=1530, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=86417, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=426199 ]
Car [id=1531, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=81239, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=317599 ]
Car [id=1534, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=88382, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=384899 ]
Car [id=1535, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=87266, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=306099 ]
Car [id=1536, brand=Maruti, model=Baleno, varient=ALPHA DDIS 190, year=2016, drivenKilometers=81175, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=527299 ]
Car [id=1538, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=102024, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=289999 ]
Car [id=1540, brand=Hyundai, model=i20, varient=MAGNA O 1.4 CRDI, year=2013, drivenKilometers=94267, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=313499 ]
Car [id=1541, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=92527, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=377399 ]
Car [id=1542, brand=Toyota, model=Etios, varient=Liva GD exclusive, year=2013, drivenKilometers=97735, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=301099 ]
Car [id=1543, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=95613, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=300599 ]
Car [id=1544, brand=Maruti, model=Ritz, varient=LDI, year=2013, drivenKilometers=97984, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=219899 ]
Car [id=1545, brand=Maruti, model=Swift, varient=VXI, year=2014, drivenKilometers=91931, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=361199 ]
Car [id=1547, brand=Maruti, model=Ritz, varient=VXI BS IV, year=2011, drivenKilometers=115774, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=288199 ]
Car [id=1548, brand=Volkswagen, model=Polo, varient=GT TSI, year=2018, drivenKilometers=43872, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=703899 ]
Car [id=1550, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.4, year=2016, drivenKilometers=105733, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=487399 ]
Car [id=1551, brand=Hyundai, model=Elite, varient=i20 ASTA 1.4 CRDI, year=2015, drivenKilometers=82388, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=471699 ]
Car [id=1552, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=142099, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=283299 ]
Car [id=1553, brand=Maruti, model=Wagon, varient=R 1.0 VXI, year=2013, drivenKilometers=103766, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=275799 ]
Car [id=1554, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=91159, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=391099 ]
Car [id=1555, brand=Toyota, model=Etios, varient=Liva GD, year=2013, drivenKilometers=104810, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=297699 ]
Car [id=1556, brand=Maruti, model=Swift, varient=LXI 1.3, year=2009, drivenKilometers=103858, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=197299 ]
Car [id=1557, brand=Maruti, model=Ritz, varient=VDI, year=2012, drivenKilometers=100995, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=237899 ]
Car [id=1558, brand=Maruti, model=Ritz, varient=VDI, year=2012, drivenKilometers=123546, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=218799 ]
Car [id=1559, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=115605, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=285999 ]
Car [id=1560, brand=Maruti, model=Baleno, varient=ALPHA DDIS 190, year=2016, drivenKilometers=107803, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=499299 ]
Car [id=1561, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=97868, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=381999 ]
Car [id=1562, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=91461, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=405299 ]
Car [id=1564, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=113073, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=266999 ]
Car [id=1565, brand=Maruti, model=Ritz, varient=VXI, year=2009, drivenKilometers=119824, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=189699 ]
Car [id=1566, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=101209, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=373099 ]
Car [id=1567, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=96266, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=409799 ]
Car [id=1568, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=107563, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=428099 ]
Car [id=1569, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=85551, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=412099 ]
Car [id=1570, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=105388, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=349199 ]
Car [id=1571, brand=Maruti, model=Swift, varient=VDI, year=2013, drivenKilometers=107134, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=299199 ]
Car [id=1573, brand=Maruti, model=Swift, varient=ZDI, year=2012, drivenKilometers=136700, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=316299 ]
Car [id=1575, brand=Toyota, model=Etios, varient=Liva D 4D GD, year=2012, drivenKilometers=124471, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=268299 ]
Car [id=1576, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=108083, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=423799 ]
Car [id=1577, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=112723, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=281399 ]
Car [id=1578, brand=Hyundai, model=i10, varient=MAGNA 1.2 KAPPA2, year=2010, drivenKilometers=116941, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=221299 ]
Car [id=1579, brand=Maruti, model=Ritz, varient=VDI, year=2012, drivenKilometers=122524, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=225499 ]
Car [id=1580, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=122515, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=397599 ]
Car [id=1581, brand=Hyundai, model=i20, varient=SPORTZ 1.4 CRDI, year=2013, drivenKilometers=121090, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=309599 ]
Car [id=1584, brand=Hyundai, model=Elite, varient=i20 MAGNA 1.4 CRDI, year=2015, drivenKilometers=106123, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=470999 ]
Car [id=1585, brand=Volkswagen, model=Polo, varient=GT TSI 1.2 PETROL AT, year=2015, drivenKilometers=106450, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=431899 ]
Car [id=1587, brand=Honda, model=Jazz, varient=1.2 BASE I VTEC, year=2009, drivenKilometers=215809, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=197899 ]
Car [id=1588, brand=Hyundai, model=Elite, varient=i20 SPORTZ 1.4, year=2017, drivenKilometers=148526, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=497099 ]
Car [id=1589, brand=Maruti, model=Swift, varient=VDI ABS, year=2015, drivenKilometers=113889, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=417599 ]
Car [id=1590, brand=Maruti, model=Swift, varient=ZXI, year=2014, drivenKilometers=111086, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=348399 ]
Car [id=1591, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=156680, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=283899 ]
Car [id=1592, brand=Maruti, model=Swift, varient=VDI, year=2014, drivenKilometers=109180, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=357899 ]
Car [id=1593, brand=Maruti, model=Swift, varient=ZDI, year=2013, drivenKilometers=141309, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=328499 ]
Car [id=1594, brand=Maruti, model=Swift, varient=LXI, year=2011, drivenKilometers=127463, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=267699 ]
Car [id=1595, brand=Toyota, model=Etios, varient=Liva GD, year=2012, drivenKilometers=160408, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=259999 ]
Car [id=1597, brand=Toyota, model=Etios, varient=Liva D 4D GD, year=2013, drivenKilometers=111431, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=314699 ]
Car [id=1598, brand=Toyota, model=Etios, varient=Liva GD, year=2013, drivenKilometers=126989, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=300399 ]
Car [id=1601, brand=Maruti, model=Swift, varient=VDI, year=2012, drivenKilometers=181285, fuel=Diesel, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=313199 ]
