id=1, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=5198, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=343799
id=1700, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=57955, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=263699
id=1701, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=5851, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=308599
id=1702, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=25088, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Noida, price=173599
id=1706, brand=Maruti, model=Alto, varient=K10 LXI, year=2017, drivenKilometers=2678, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=277799
id=1715, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=21784, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Noida, price=235399
id=1719, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=50250, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=193299
id=1726, brand=Maruti, model=Alto, varient=LXI, year=2020, drivenKilometers=19593, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=321199
id=1728, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=34487, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=262199
id=1739, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=27886, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=272899
id=1755, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=58267, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=109699
id=1764, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=66835, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=211899
id=1765, brand=Maruti, model=Alto, varient=LXI, year=2020, drivenKilometers=18509, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=309199
id=1779, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=52578, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Noida, price=239099
id=1802, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2014, drivenKilometers=101288, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=208999
id=1810, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=39904, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=213899
id=1816, brand=Maruti, model=Alto, varient=800 LXI, year=2019, drivenKilometers=36612, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=271599
id=1820, brand=Maruti, model=Alto, varient=K10 LXI, year=2015, drivenKilometers=93206, fuel=Petrol + CNG, ownerType=Second Owner, bodyType=Hatchback, location=Noida, price=212099
id=1828, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=18003, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=261499
id=1829, brand=Maruti, model=Alto, varient=LXI, year=2020, drivenKilometers=3942, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=373399
id=1832, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=226232, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=308099
id=1834, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=20269, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=340199
id=1835, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=38911, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=271699
id=1841, brand=Maruti, model=Alto, varient=LXI, year=2019, drivenKilometers=41638, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=337299
id=1842, brand=Maruti, model=Alto, varient=K10 VXI OPT, year=2016, drivenKilometers=67755, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=275099
id=1847, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=90530, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=254299
id=1848, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=69763, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Noida, price=231499
id=1849, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=106867, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=303799
id=1854, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=114943, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=219599
id=1857, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=21728, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Noida, price=136499
id=1859, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=47593, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=178099
id=1863, brand=Maruti, model=Alto, varient=LXI, year=2019, drivenKilometers=5251, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=356699
id=1864, brand=Maruti, model=Alto, varient=K10 VXI (O) AMT, year=2017, drivenKilometers=31495, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Noida, price=357299
id=1871, brand=Maruti, model=Alto, varient=LXI, year=2007, drivenKilometers=57718, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Noida, price=92799
id=1877, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=21941, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Noida, price=277399
id=2376, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=29578, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=181799
id=2378, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=5198, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=343799
id=2383, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=8501, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=309499
id=2386, brand=Maruti, model=Alto, varient=K10 LXI, year=2015, drivenKilometers=10957, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=302099
id=2391, brand=Maruti, model=Alto, varient=K10 VXI (O) AMT, year=2017, drivenKilometers=9036, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=360699
id=2392, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=36750, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=210699
id=2394, brand=Maruti, model=Alto, varient=K10 LXI, year=2017, drivenKilometers=32669, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=271499
id=2395, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=29645, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=185299
id=2399, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=31745, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=258999
id=2403, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=9527, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=309299
id=2406, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=21305, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=305899
id=2407, brand=Maruti, model=Alto, varient=K10 VXI (O) AMT, year=2017, drivenKilometers=20764, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=369299
id=2410, brand=Maruti, model=Alto, varient=800 VXI, year=2016, drivenKilometers=24069, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=280799
id=2411, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=56231, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=174199
id=2414, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=24353, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=208799
id=2415, brand=Maruti, model=Alto, varient=K10 VXI, year=2012, drivenKilometers=43148, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=213899
id=2418, brand=Maruti, model=Alto, varient=K10 LXI, year=2012, drivenKilometers=33175, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=240799
id=2428, brand=Maruti, model=Alto, varient=K10 LXI, year=2012, drivenKilometers=42321, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=201099
id=2429, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=18905, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=340799
id=2435, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=23227, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=267199
id=2440, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=10123, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=283199
id=2441, brand=Maruti, model=Alto, varient=K10 LXI, year=2016, drivenKilometers=32519, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=295399
id=2443, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=30113, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=306999
id=2444, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=46683, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=263399
id=2446, brand=Maruti, model=Alto, varient=800 VXI, year=2016, drivenKilometers=32339, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=269599
id=2451, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=35919, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=171699
id=2459, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=3212, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=367999
id=2460, brand=Maruti, model=Alto, varient=800 VXI, year=2014, drivenKilometers=37134, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=256399
id=2461, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=51228, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=260499
id=2462, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=51523, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=228799
id=2473, brand=Maruti, model=Alto, varient=K10 VXI, year=2010, drivenKilometers=63843, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Gurgaon, price=173799
id=2482, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=36717, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=282499
id=2491, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=55752, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=143799
id=2496, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=50024, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=266999
id=2499, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=70239, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=150499
id=2510, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=65151, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=287399
id=2514, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=41185, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=286499
id=2525, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=62613, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=141099
id=2544, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=57864, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=143199
id=2555, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=61907, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=231799
id=2558, brand=Maruti, model=Alto, varient=K10 LXI, year=2011, drivenKilometers=80346, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=207499
id=2568, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=83258, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=134599
id=2578, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=85207, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=268299
id=2579, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=54799, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=112399
id=2596, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=118427, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=168499
id=2647, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=126375, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=195299
id=2713, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=18946, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=275399
id=2714, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=14455, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=178299
id=2718, brand=Maruti, model=Alto, varient=LXI, year=2011, drivenKilometers=38478, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=182399
id=2720, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=47974, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=273499
id=2723, brand=Maruti, model=Alto, varient=K10 VXI, year=2019, drivenKilometers=8339, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=399099
id=2725, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=51412, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=261799
id=2744, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=20354, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=210999
id=2748, brand=Maruti, model=Alto, varient=800 VXI, year=2017, drivenKilometers=12676, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=275099
id=2756, brand=Maruti, model=Alto, varient=K10 VXI, year=2010, drivenKilometers=41190, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=176199
id=2758, brand=Maruti, model=Alto, varient=LXI, year=2011, drivenKilometers=49111, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=127299
id=2760, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=24357, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=272399
id=2761, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=16339, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=231299
id=2762, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=11886, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=214099
id=2763, brand=Maruti, model=Alto, varient=800 VXI, year=2014, drivenKilometers=42796, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=242099
id=2769, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=18113, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=282999
id=2782, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=57955, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=263699
id=2783, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=5851, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=308599
id=2784, brand=Maruti, model=Alto, varient=LXI, year=2010, drivenKilometers=25088, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=173599
id=2787, brand=Maruti, model=Alto, varient=K10 LXI, year=2017, drivenKilometers=2678, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=277799
id=2796, brand=Maruti, model=Alto, varient=K10 VXI, year=2013, drivenKilometers=21784, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=235399
id=2800, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=50250, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=193299
id=2807, brand=Maruti, model=Alto, varient=LXI, year=2020, drivenKilometers=19593, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=321199
id=2809, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=34487, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=262199
id=2820, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=27886, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=272899
id=2836, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=58267, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=109699
id=2845, brand=Maruti, model=Alto, varient=800 LXI, year=2014, drivenKilometers=66835, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=211899
id=2846, brand=Maruti, model=Alto, varient=LXI, year=2020, drivenKilometers=18509, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=309199
id=2860, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=52578, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=239099
id=2884, brand=Maruti, model=Alto, varient=800 LXI CNG, year=2014, drivenKilometers=101288, fuel=Petrol + CNG, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=208999
id=2891, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=39904, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=213899
id=2897, brand=Maruti, model=Alto, varient=800 LXI, year=2019, drivenKilometers=36612, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=271599
id=2901, brand=Maruti, model=Alto, varient=K10 LXI, year=2015, drivenKilometers=93206, fuel=Petrol + CNG, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=212099
id=2910, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=18003, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=261499
id=2911, brand=Maruti, model=Alto, varient=LXI, year=2020, drivenKilometers=3942, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=373399
id=2913, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=226232, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=308099
id=2915, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=20269, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=340199
id=2916, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=38911, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=271699
id=2922, brand=Maruti, model=Alto, varient=LXI, year=2019, drivenKilometers=41638, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=337299
id=2923, brand=Maruti, model=Alto, varient=K10 VXI OPT, year=2016, drivenKilometers=67755, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=275099
id=2928, brand=Maruti, model=Alto, varient=K10 VXI, year=2014, drivenKilometers=69763, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Gurgaon, price=231499
id=2929, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=106867, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=303799
id=2934, brand=Maruti, model=Alto, varient=800 LXI, year=2016, drivenKilometers=114943, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=219599
id=2937, brand=Maruti, model=Alto, varient=LXI, year=2008, drivenKilometers=21728, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=136499
id=2939, brand=Maruti, model=Alto, varient=K10 VXI, year=2015, drivenKilometers=90530, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=254299
id=2940, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=47593, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=178099
id=2944, brand=Maruti, model=Alto, varient=LXI, year=2019, drivenKilometers=5251, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=356699
id=2946, brand=Maruti, model=Alto, varient=K10 VXI (O) AMT, year=2017, drivenKilometers=31495, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Gurgaon, price=357299
id=2953, brand=Maruti, model=Alto, varient=LXI, year=2007, drivenKilometers=57718, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=92799
id=2959, brand=Maruti, model=Alto, varient=800 LXI, year=2018, drivenKilometers=21941, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Gurgaon, price=277399
id=3458, brand=Maruti, model=Alto, varient=K10 VXI, year=2012, drivenKilometers=29067, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=165199
id=3465, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=13851, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=339699
id=3469, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=47057, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=196599
id=3471, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=36374, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=239399
id=3482, brand=Maruti, model=Alto, varient=LXI, year=2011, drivenKilometers=9742, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=200599
id=3489, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=3370, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=267199
id=3490, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=20192, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=294999
id=3491, brand=Maruti, model=Alto, varient=K10 VXI AMT, year=2016, drivenKilometers=15395, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=320199
id=3497, brand=Maruti, model=Alto, varient=800 VXI, year=2016, drivenKilometers=19176, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=287399
id=3504, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=45103, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=249599
id=3510, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=45481, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=262499
id=3513, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=40256, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=249399
id=3517, brand=Maruti, model=Alto, varient=800 LXI, year=2013, drivenKilometers=26848, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=235999
id=3532, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=14245, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=283499
id=3540, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=9042, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=240599
id=3549, brand=Maruti, model=Alto, varient=LXI, year=2011, drivenKilometers=77308, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Mumbai, price=138599
id=3562, brand=Maruti, model=Alto, varient=K10 VXI, year=2016, drivenKilometers=45448, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=315199
id=3569, brand=Maruti, model=Alto, varient=K10 LXI, year=2010, drivenKilometers=65510, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=169399
id=3574, brand=Maruti, model=Alto, varient=K10 LXI, year=2014, drivenKilometers=37168, fuel=Petrol, ownerType=Third Owner, bodyType=Hatchback, location=Mumbai, price=202399
id=3584, brand=Maruti, model=Alto, varient=800 LXI, year=2015, drivenKilometers=7478, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=264099
id=3591, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=59578, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=198199
id=3593, brand=Maruti, model=Alto, varient=800 VXI, year=2018, drivenKilometers=4343, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=349699
id=3612, brand=Maruti, model=Alto, varient=K10 VXI, year=2017, drivenKilometers=38079, fuel=Petrol, ownerType=Second Owner, bodyType=Hatchback, location=Mumbai, price=315999
id=3623, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=87978, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=142099
id=3625, brand=Maruti, model=Alto, varient=LXI, year=2009, drivenKilometers=63454, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=142499
id=3632, brand=Maruti, model=Alto, varient=800 LXI, year=2012, drivenKilometers=70050, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=221499
id=3643, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=82414, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=202499
id=3678, brand=Maruti, model=Alto, varient=800 LXI, year=2017, drivenKilometers=5946, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=302399
id=3683, brand=Maruti, model=Alto, varient=K10 VXI, year=2011, drivenKilometers=31940, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Mumbai, price=175000
