id =1, brand=Maruti, model=Alto, Manufacture Year=2018, price=343799
id =2102, brand=Hyundai, model=Verna, Manufacture Year=2014, price=467599
id =2104, brand=Hyundai, model=Xcent, Manufacture Year=2015, price=468199
id =2107, brand=Honda, model=City, Manufacture Year=2014, price=545699
id =2108, brand=Hyundai, model=Verna, Manufacture Year=2012, price=349499
id =2111, brand=Honda, model=Amaze, Manufacture Year=2016, price=387299
id =2112, brand=Maruti, model=Swift, Manufacture Year=2012, price=334499
id =2113, brand=Maruti, model=Swift, Manufacture Year=2014, price=412399
id =2115, brand=Mahindra, model=Kuv100, Manufacture Year=2016, price=391899
id =2118, brand=Maruti, model=Ertiga, Manufacture Year=2012, price=429399
id =2119, brand=Ford, model=Ecosport, Manufacture Year=2016, price=582999
id =2120, brand=Mahindra, model=Scorpio, Manufacture Year=2014, price=497599
id =2121, brand=Mahindra, model=Kuv100, Manufacture Year=2016, price=327699
id =2126, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=475999
id =2129, brand=Renault, model=Duster, Manufacture Year=2014, price=371399
id =2132, brand=Maruti, model=Ertiga, Manufacture Year=2014, price=512899
id =2133, brand=Ford, model=Ecosport, Manufacture Year=2014, price=422099
id =2135, brand=Nissan, model=Terrano, Manufacture Year=2016, price=512499
id =2136, brand=Ford, model=Ecosport, Manufacture Year=2013, price=381799
id =2145, brand=Maruti, model=Ertiga, Manufacture Year=2012, price=372499
id =2148, brand=Mahindra, model=Scorpio, Manufacture Year=2013, price=413099
id =2150, brand=Ford, model=Ecosport, Manufacture Year=2016, price=544699
id =2151, brand=Renault, model=Duster, Manufacture Year=2013, price=340099
id =2163, brand=Renault, model=Duster, Manufacture Year=2013, price=369599
id =2165, brand=Renault, model=Duster, Manufacture Year=2013, price=366599
id =2166, brand=Maruti, model=S, Manufacture Year=2016, price=507099
id =2168, brand=Renault, model=Duster, Manufacture Year=2016, price=569099
id =2169, brand=Maruti, model=Vitara, Manufacture Year=2016, price=514999
id =2171, brand=Renault, model=Duster, Manufacture Year=2013, price=415799
id =2173, brand=Mahindra, model=NUVOSPORT, Manufacture Year=2016, price=399999
id =2177, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=447799
id =2181, brand=Honda, model=Mobilio, Manufacture Year=2015, price=422999
id =2183, brand=Maruti, model=Vitara, Manufacture Year=2016, price=569199
id =2192, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=445199
id =2194, brand=Mahindra, model=TUV300, Manufacture Year=2015, price=469699
id =2195, brand=Toyota, model=Innova, Manufacture Year=2014, price=538399
id =2200, brand=Ford, model=Ecosport, Manufacture Year=2014, price=453899
id =2202, brand=Maruti, model=Vitara, Manufacture Year=2016, price=535999
id =2203, brand=Maruti, model=S, Manufacture Year=2016, price=549899
id =2206, brand=Renault, model=Duster, Manufacture Year=2013, price=355899
id =2207, brand=Maruti, model=Vitara, Manufacture Year=2016, price=567999
id =2209, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=421599
id =2211, brand=Ford, model=Ecosport, Manufacture Year=2013, price=399399
id =2214, brand=Ford, model=Ecosport, Manufacture Year=2015, price=470799
id =2216, brand=Maruti, model=Ertiga, Manufacture Year=2013, price=391799
id =2217, brand=Toyota, model=Innova, Manufacture Year=2013, price=596399
id =2221, brand=Renault, model=Duster, Manufacture Year=2013, price=362699
id =2222, brand=Ford, model=Ecosport, Manufacture Year=2015, price=567999
id =2225, brand=Maruti, model=Ertiga, Manufacture Year=2016, price=546399
id =2236, brand=Maruti, model=Eeco, Manufacture Year=2019, price=414899
id =2237, brand=Maruti, model=Eeco, Manufacture Year=2019, price=418799
id =2238, brand=Maruti, model=Ertiga, Manufacture Year=2014, price=455999
id =2241, brand=Ford, model=Ecosport, Manufacture Year=2016, price=476899
id =2244, brand=Maruti, model=Ertiga, Manufacture Year=2015, price=537099
id =2248, brand=Renault, model=Duster, Manufacture Year=2013, price=405299
id =2249, brand=Maruti, model=Eeco, Manufacture Year=2018, price=334499
id =2255, brand=Ford, model=Ecosport, Manufacture Year=2015, price=467999
id =2256, brand=Ford, model=Ecosport, Manufacture Year=2013, price=393799
id =2262, brand=Honda, model=WR-V, Manufacture Year=2017, price=582499
id =2264, brand=Honda, model=WR-V, Manufacture Year=2017, price=561099
id =2268, brand=Maruti, model=Eeco, Manufacture Year=2019, price=364299
id =2274, brand=Renault, model=Duster, Manufacture Year=2013, price=338699
id =2277, brand=Toyota, model=Innova, Manufacture Year=2013, price=582899
id =2278, brand=Maruti, model=Vitara, Manufacture Year=2018, price=584899
id =2281, brand=Renault, model=Duster, Manufacture Year=2014, price=369899
id =2282, brand=Ford, model=Ecosport, Manufacture Year=2015, price=489999
id =2284, brand=Maruti, model=Eeco, Manufacture Year=2019, price=401899
id =2285, brand=Ford, model=Ecosport, Manufacture Year=2016, price=460799
id =2288, brand=Nissan, model=Terrano, Manufacture Year=2015, price=415899
id =2291, brand=Renault, model=Duster, Manufacture Year=2013, price=412599
id =2295, brand=Renault, model=Duster, Manufacture Year=2012, price=346399
id =2302, brand=Toyota, model=Innova, Manufacture Year=2012, price=549399
id =2305, brand=Renault, model=Duster, Manufacture Year=2013, price=323499
id =2309, brand=Maruti, model=Ertiga, Manufacture Year=2012, price=364299
id =2310, brand=Skoda, model=Superb, Manufacture Year=2010, price=382599
id =2311, brand=Chevrolet, model=Cruze, Manufacture Year=2013, price=487399
id =2313, brand=Toyota, model=Corolla, Manufacture Year=2012, price=371199
id =2315, brand=Hyundai, model=New, Manufacture Year=2012, price=414899
id =2332, brand=Toyota, model=Corolla, Manufacture Year=2012, price=435799
id =2336, brand=Toyota, model=Corolla, Manufacture Year=2013, price=430199
id =2337, brand=Toyota, model=Corolla, Manufacture Year=2010, price=312899
id =2343, brand=Ssangyong, model=Rexton, Manufacture Year=2014, price=561399
id =2348, brand=Honda, model=CRV, Manufacture Year=2008, price=439199
id =2349, brand=Mahindra, model=XUV500, Manufacture Year=2014, price=491399
id =2354, brand=Mahindra, model=XUV500, Manufacture Year=2014, price=562199
id =2355, brand=Mahindra, model=XUV500, Manufacture Year=2012, price=449899
id =2358, brand=Mahindra, model=XUV500, Manufacture Year=2013, price=464199
id =2362, brand=Mahindra, model=XUV500, Manufacture Year=2014, price=557399
id =2365, brand=Mahindra, model=XUV500, Manufacture Year=2013, price=450499
id =2371, brand=Ford, model=Endeavour, Manufacture Year=2010, price=356099
id =2378, brand=Maruti, model=Alto, Manufacture Year=2018, price=343799
id =2379, brand=Maruti, model=Celerio, Manufacture Year=2015, price=371199
id =2380, brand=Maruti, model=S, Manufacture Year=2020, price=415999
id =2381, brand=Maruti, model=Swift, Manufacture Year=2013, price=394199
id =2382, brand=Honda, model=Brio, Manufacture Year=2015, price=420599
id =2383, brand=Maruti, model=Alto, Manufacture Year=2017, price=309499
id =2384, brand=Renault, model=Kwid, Manufacture Year=2018, price=303099
id =2385, brand=Hyundai, model=Grand, Manufacture Year=2017, price=452899
id =2386, brand=Maruti, model=Alto, Manufacture Year=2015, price=302099
id =2387, brand=Maruti, model=Swift, Manufacture Year=2019, price=515199
id =2388, brand=Maruti, model=Ritz, Manufacture Year=2014, price=379699
id =2389, brand=Maruti, model=Swift, Manufacture Year=2017, price=454399
id =2390, brand=Maruti, model=Swift, Manufacture Year=2013, price=371399
id =2391, brand=Maruti, model=Alto, Manufacture Year=2017, price=360699
id =2397, brand=Maruti, model=Swift, Manufacture Year=2012, price=321499
id =2398, brand=Hyundai, model=i20, Manufacture Year=2013, price=339799
id =2400, brand=Maruti, model=Swift, Manufacture Year=2017, price=479299
id =2401, brand=Maruti, model=Swift, Manufacture Year=2012, price=444699
id =2403, brand=Maruti, model=Alto, Manufacture Year=2017, price=309299
id =2405, brand=Maruti, model=Celerio, Manufacture Year=2016, price=371099
id =2406, brand=Maruti, model=Alto, Manufacture Year=2016, price=305899
id =2407, brand=Maruti, model=Alto, Manufacture Year=2017, price=369299
id =2408, brand=Maruti, model=Swift, Manufacture Year=2012, price=329399
id =2413, brand=Datsun, model=Redi, Manufacture Year=2018, price=362499
id =2416, brand=Maruti, model=Swift, Manufacture Year=2013, price=357599
id =2417, brand=Maruti, model=Swift, Manufacture Year=2013, price=342499
id =2419, brand=Maruti, model=Swift, Manufacture Year=2012, price=325099
id =2420, brand=Hyundai, model=Grand, Manufacture Year=2016, price=374499
id =2422, brand=Maruti, model=Baleno, Manufacture Year=2016, price=459099
id =2423, brand=Hyundai, model=Grand, Manufacture Year=2013, price=382299
id =2424, brand=Maruti, model=Swift, Manufacture Year=2012, price=326099
id =2426, brand=Renault, model=Kwid, Manufacture Year=2019, price=368099
id =2427, brand=Maruti, model=Swift, Manufacture Year=2013, price=330599
id =2429, brand=Maruti, model=Alto, Manufacture Year=2017, price=340799
id =2431, brand=Maruti, model=Celerio, Manufacture Year=2014, price=300399
id =2432, brand=Hyundai, model=Elite, Manufacture Year=2015, price=506199
id =2433, brand=Hyundai, model=Grand, Manufacture Year=2013, price=380499
id =2436, brand=Volkswagen, model=Polo, Manufacture Year=2013, price=306399
id =2438, brand=Hyundai, model=i20, Manufacture Year=2012, price=312599
id =2439, brand=Hyundai, model=Elite, Manufacture Year=2014, price=447099
id =2442, brand=Maruti, model=Wagon, Manufacture Year=2018, price=378199
id =2443, brand=Maruti, model=Alto, Manufacture Year=2017, price=306999
id =2445, brand=Renault, model=Kwid, Manufacture Year=2018, price=322799
id =2449, brand=Maruti, model=Swift, Manufacture Year=2013, price=310199
id =2450, brand=Maruti, model=Baleno, Manufacture Year=2016, price=446499
id =2452, brand=Maruti, model=Swift, Manufacture Year=2013, price=350799
id =2453, brand=Honda, model=Brio, Manufacture Year=2015, price=342199
id =2459, brand=Maruti, model=Alto, Manufacture Year=2018, price=367999
id =2463, brand=Honda, model=Brio, Manufacture Year=2015, price=340899
id =2465, brand=Maruti, model=Ritz, Manufacture Year=2014, price=310599
id =2466, brand=Maruti, model=Swift, Manufacture Year=2015, price=411999
id =2467, brand=Maruti, model=Ritz, Manufacture Year=2014, price=326499
id =2468, brand=Maruti, model=Swift, Manufacture Year=2014, price=451299
id =2469, brand=Maruti, model=Swift, Manufacture Year=2014, price=379099
id =2470, brand=Maruti, model=Swift, Manufacture Year=2012, price=324399
id =2471, brand=Maruti, model=Celerio, Manufacture Year=2019, price=387299
id =2472, brand=Hyundai, model=Elite, Manufacture Year=2017, price=544899
id =2477, brand=Hyundai, model=Grand, Manufacture Year=2017, price=428399
id =2478, brand=Maruti, model=Swift, Manufacture Year=2013, price=329299
id =2479, brand=Maruti, model=Swift, Manufacture Year=2017, price=531899
id =2484, brand=Toyota, model=Etios, Manufacture Year=2012, price=304899
id =2485, brand=Tata, model=Tiago, Manufacture Year=2016, price=391999
id =2486, brand=Maruti, model=Swift, Manufacture Year=2013, price=330099
id =2487, brand=Tata, model=Tiago, Manufacture Year=2016, price=323099
id =2490, brand=Hyundai, model=Elite, Manufacture Year=2015, price=444399
id =2494, brand=Maruti, model=Swift, Manufacture Year=2013, price=311399
id =2498, brand=Hyundai, model=Grand, Manufacture Year=2016, price=378599
id =2500, brand=Maruti, model=Swift, Manufacture Year=2017, price=491599
id =2502, brand=Maruti, model=Swift, Manufacture Year=2013, price=346899
id =2504, brand=Hyundai, model=Grand, Manufacture Year=2016, price=450199
id =2505, brand=Toyota, model=Etios, Manufacture Year=2013, price=302099
id =2506, brand=Maruti, model=Swift, Manufacture Year=2015, price=410499
id =2508, brand=Honda, model=Jazz, Manufacture Year=2018, price=597799
id =2509, brand=Hyundai, model=Elite, Manufacture Year=2016, price=546199
id =2511, brand=Maruti, model=Swift, Manufacture Year=2013, price=350599
id =2513, brand=Hyundai, model=Elite, Manufacture Year=2015, price=505899
id =2515, brand=Maruti, model=Swift, Manufacture Year=2015, price=425399
id =2518, brand=Maruti, model=Celerio, Manufacture Year=2016, price=352499
id =2519, brand=Toyota, model=Etios, Manufacture Year=2014, price=374799
id =2521, brand=Maruti, model=Swift, Manufacture Year=2014, price=403899
id =2524, brand=Maruti, model=Swift, Manufacture Year=2012, price=309499
id =2526, brand=Hyundai, model=i20, Manufacture Year=2014, price=345199
id =2530, brand=Maruti, model=Swift, Manufacture Year=2012, price=399599
id =2531, brand=Maruti, model=Swift, Manufacture Year=2014, price=428799
id =2532, brand=Maruti, model=Ritz, Manufacture Year=2013, price=300499
id =2533, brand=Maruti, model=Swift, Manufacture Year=2015, price=381399
id =2536, brand=Maruti, model=Swift, Manufacture Year=2015, price=393099
id =2537, brand=Volkswagen, model=Polo, Manufacture Year=2012, price=326699
id =2538, brand=Honda, model=Jazz, Manufacture Year=2010, price=318499
id =2540, brand=Maruti, model=Wagon, Manufacture Year=2018, price=366099
id =2543, brand=Toyota, model=Etios, Manufacture Year=2013, price=314299
id =2546, brand=Maruti, model=Swift, Manufacture Year=2013, price=334999
id =2550, brand=Hyundai, model=Grand, Manufacture Year=2016, price=366699
id =2551, brand=Maruti, model=Swift, Manufacture Year=2015, price=406099
id =2552, brand=Maruti, model=Swift, Manufacture Year=2011, price=323499
id =2553, brand=Maruti, model=Swift, Manufacture Year=2012, price=308299
id =2556, brand=Maruti, model=Swift, Manufacture Year=2014, price=337099
id =2557, brand=Maruti, model=Swift, Manufacture Year=2015, price=405899
id =2559, brand=Maruti, model=Swift, Manufacture Year=2012, price=317399
id =2560, brand=Maruti, model=Swift, Manufacture Year=2012, price=360299
id =2562, brand=Maruti, model=Swift, Manufacture Year=2012, price=302799
id =2563, brand=Maruti, model=Swift, Manufacture Year=2012, price=304899
id =2564, brand=Hyundai, model=Elite, Manufacture Year=2015, price=438699
id =2565, brand=Maruti, model=Swift, Manufacture Year=2012, price=320299
id =2566, brand=Maruti, model=Swift, Manufacture Year=2013, price=301499
id =2567, brand=Maruti, model=Swift, Manufacture Year=2013, price=313099
id =2569, brand=Maruti, model=Swift, Manufacture Year=2015, price=363699
id =2572, brand=Maruti, model=Swift, Manufacture Year=2013, price=345399
id =2576, brand=Maruti, model=Swift, Manufacture Year=2014, price=382199
id =2577, brand=Maruti, model=Swift, Manufacture Year=2015, price=389099
id =2580, brand=Maruti, model=Swift, Manufacture Year=2014, price=347599
id =2584, brand=Honda, model=Jazz, Manufacture Year=2015, price=445899
id =2586, brand=Maruti, model=Swift, Manufacture Year=2017, price=502299
id =2587, brand=Maruti, model=Swift, Manufacture Year=2014, price=365999
id =2588, brand=Maruti, model=Swift, Manufacture Year=2015, price=417899
id =2589, brand=Maruti, model=Swift, Manufacture Year=2014, price=359299
id =2591, brand=Maruti, model=Swift, Manufacture Year=2014, price=360399
id =2592, brand=Maruti, model=Swift, Manufacture Year=2015, price=411699
id =2599, brand=Maruti, model=Swift, Manufacture Year=2013, price=355199
id =2601, brand=Maruti, model=Swift, Manufacture Year=2015, price=412999
id =2602, brand=Hyundai, model=i20, Manufacture Year=2013, price=331699
id =2604, brand=Maruti, model=Swift, Manufacture Year=2013, price=331299
id =2607, brand=Maruti, model=Swift, Manufacture Year=2013, price=330399
id =2609, brand=Maruti, model=Swift, Manufacture Year=2015, price=407799
id =2611, brand=Maruti, model=Swift, Manufacture Year=2014, price=347199
id =2612, brand=Maruti, model=Swift, Manufacture Year=2013, price=332999
id =2613, brand=Maruti, model=Swift, Manufacture Year=2015, price=426199
id =2614, brand=Maruti, model=Swift, Manufacture Year=2013, price=317599
id =2615, brand=Maruti, model=Swift, Manufacture Year=2015, price=404499
id =2617, brand=Maruti, model=Swift, Manufacture Year=2014, price=384899
id =2618, brand=Maruti, model=Swift, Manufacture Year=2013, price=306099
id =2619, brand=Maruti, model=Baleno, Manufacture Year=2016, price=527299
id =2620, brand=Hyundai, model=i20, Manufacture Year=2012, price=303699
id =2623, brand=Hyundai, model=i20, Manufacture Year=2013, price=313499
id =2624, brand=Maruti, model=Swift, Manufacture Year=2015, price=377399
id =2625, brand=Toyota, model=Etios, Manufacture Year=2013, price=301099
id =2626, brand=Maruti, model=Swift, Manufacture Year=2012, price=300599
id =2628, brand=Maruti, model=Swift, Manufacture Year=2014, price=361199
id =2633, brand=Hyundai, model=Elite, Manufacture Year=2016, price=487399
id =2634, brand=Hyundai, model=Elite, Manufacture Year=2015, price=471699
id =2637, brand=Maruti, model=Swift, Manufacture Year=2015, price=391099
id =2644, brand=Maruti, model=Baleno, Manufacture Year=2016, price=499299
id =2645, brand=Maruti, model=Swift, Manufacture Year=2015, price=381999
id =2646, brand=Maruti, model=Swift, Manufacture Year=2015, price=405299
id =2650, brand=Maruti, model=Swift, Manufacture Year=2015, price=373099
id =2651, brand=Maruti, model=Swift, Manufacture Year=2015, price=409799
id =2652, brand=Maruti, model=Swift, Manufacture Year=2015, price=428099
id =2653, brand=Maruti, model=Swift, Manufacture Year=2015, price=412099
id =2654, brand=Maruti, model=Swift, Manufacture Year=2012, price=349199
id =2656, brand=Hyundai, model=i20, Manufacture Year=2013, price=313699
id =2657, brand=Maruti, model=Swift, Manufacture Year=2012, price=316299
id =2660, brand=Maruti, model=Swift, Manufacture Year=2015, price=423799
id =2664, brand=Maruti, model=Swift, Manufacture Year=2015, price=397599
id =2665, brand=Hyundai, model=i20, Manufacture Year=2013, price=309599
id =2666, brand=Toyota, model=Etios, Manufacture Year=2014, price=330799
id =2667, brand=Hyundai, model=Elite, Manufacture Year=2015, price=474099
id =2668, brand=Hyundai, model=Elite, Manufacture Year=2015, price=470999
id =2669, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=431899
id =2670, brand=Toyota, model=Etios, Manufacture Year=2014, price=312599
id =2672, brand=Hyundai, model=Elite, Manufacture Year=2017, price=497099
id =2673, brand=Maruti, model=Swift, Manufacture Year=2015, price=417599
id =2674, brand=Maruti, model=Swift, Manufacture Year=2014, price=348399
id =2676, brand=Maruti, model=Swift, Manufacture Year=2014, price=357899
id =2677, brand=Maruti, model=Swift, Manufacture Year=2013, price=328499
id =2681, brand=Toyota, model=Etios, Manufacture Year=2013, price=314699
id =2682, brand=Toyota, model=Etios, Manufacture Year=2013, price=300399
id =2683, brand=Maruti, model=Swift, Manufacture Year=2014, price=396799
id =2684, brand=Toyota, model=Etios, Manufacture Year=2014, price=313799
id =2685, brand=Maruti, model=Swift, Manufacture Year=2012, price=313199
id =2688, brand=Hyundai, model=Grand, Manufacture Year=2013, price=308499
id =2692, brand=Maruti, model=Swift, Manufacture Year=2015, price=359799
id =2693, brand=Toyota, model=Etios, Manufacture Year=2013, price=304699
id =2694, brand=Maruti, model=Swift, Manufacture Year=2013, price=338399
id =2695, brand=Maruti, model=Swift, Manufacture Year=2014, price=344099
id =2696, brand=Maruti, model=Swift, Manufacture Year=2015, price=362199
id =2699, brand=Maruti, model=Swift, Manufacture Year=2014, price=356299
id =2700, brand=Maruti, model=Swift, Manufacture Year=2013, price=336799
id =2701, brand=Maruti, model=Swift, Manufacture Year=2013, price=310699
id =2703, brand=Maruti, model=Swift, Manufacture Year=2012, price=319599
id =2704, brand=Hyundai, model=i20, Manufacture Year=2013, price=340099
id =2705, brand=Hyundai, model=Grand, Manufacture Year=2014, price=314799
id =2707, brand=Hyundai, model=Elite, Manufacture Year=2015, price=428999
id =2709, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=369899
id =2712, brand=Hyundai, model=Elite, Manufacture Year=2018, price=551699
id =2715, brand=Maruti, model=Celerio, Manufacture Year=2018, price=452799
id =2717, brand=Renault, model=Kwid, Manufacture Year=2019, price=332299
id =2719, brand=Hyundai, model=Grand, Manufacture Year=2016, price=405899
id =2721, brand=Hyundai, model=Grand, Manufacture Year=2017, price=439999
id =2723, brand=Maruti, model=Alto, Manufacture Year=2019, price=399099
id =2727, brand=Renault, model=Kwid, Manufacture Year=2019, price=398599
id =2728, brand=Volkswagen, model=Polo, Manufacture Year=2014, price=354499
id =2729, brand=Hyundai, model=Grand, Manufacture Year=2014, price=356699
id =2732, brand=Toyota, model=Etios, Manufacture Year=2015, price=364599
id =2733, brand=Maruti, model=Swift, Manufacture Year=2014, price=378099
id =2736, brand=Honda, model=Jazz, Manufacture Year=2016, price=449299
id =2737, brand=Hyundai, model=Grand, Manufacture Year=2015, price=321799
id =2738, brand=Maruti, model=Swift, Manufacture Year=2015, price=342999
id =2739, brand=Maruti, model=Baleno, Manufacture Year=2019, price=560399
id =2741, brand=Maruti, model=Swift, Manufacture Year=2015, price=387499
id =2745, brand=Hyundai, model=Grand, Manufacture Year=2014, price=364899
id =2747, brand=Maruti, model=Celerio, Manufacture Year=2016, price=386299
id =2749, brand=Hyundai, model=i20, Manufacture Year=2014, price=360099
id =2750, brand=Maruti, model=Swift, Manufacture Year=2017, price=468899
id =2751, brand=Maruti, model=S, Manufacture Year=2019, price=395499
id =2752, brand=Maruti, model=Swift, Manufacture Year=2015, price=447099
id =2754, brand=Maruti, model=IGNIS, Manufacture Year=2018, price=489999
id =2755, brand=Maruti, model=Baleno, Manufacture Year=2019, price=505099
id =2765, brand=Hyundai, model=i20, Manufacture Year=2013, price=319799
id =2766, brand=Hyundai, model=Elite, Manufacture Year=2017, price=519199
id =2772, brand=Hyundai, model=Grand, Manufacture Year=2017, price=450199
id =2773, brand=Maruti, model=Swift, Manufacture Year=2013, price=310299
id =2776, brand=Tata, model=Tiago, Manufacture Year=2019, price=504299
id =2777, brand=Maruti, model=Ritz, Manufacture Year=2015, price=361899
id =2783, brand=Maruti, model=Alto, Manufacture Year=2018, price=308599
id =2785, brand=Hyundai, model=Elite, Manufacture Year=2017, price=533899
id =2786, brand=Maruti, model=Swift, Manufacture Year=2013, price=362299
id =2788, brand=Tata, model=Tiago, Manufacture Year=2018, price=428899
id =2789, brand=Maruti, model=IGNIS, Manufacture Year=2019, price=448399
id =2790, brand=Maruti, model=Swift, Manufacture Year=2015, price=376299
id =2791, brand=Hyundai, model=Grand, Manufacture Year=2016, price=349099
id =2792, brand=Volkswagen, model=Polo, Manufacture Year=2016, price=413999
id =2793, brand=Maruti, model=Swift, Manufacture Year=2014, price=388799
id =2797, brand=Tata, model=Tiago, Manufacture Year=2019, price=386399
id =2799, brand=Maruti, model=Swift, Manufacture Year=2012, price=309799
id =2801, brand=Maruti, model=Baleno, Manufacture Year=2018, price=467599
id =2802, brand=Maruti, model=Swift, Manufacture Year=2018, price=453299
id =2803, brand=Honda, model=Brio, Manufacture Year=2015, price=389799
id =2804, brand=Maruti, model=Wagon, Manufacture Year=2017, price=307899
id =2806, brand=Maruti, model=Swift, Manufacture Year=2016, price=343899
id =2807, brand=Maruti, model=Alto, Manufacture Year=2020, price=321199
id =2808, brand=Maruti, model=Baleno, Manufacture Year=2017, price=495099
id =2810, brand=Volkswagen, model=Polo, Manufacture Year=2012, price=352199
id =2811, brand=Hyundai, model=Elite, Manufacture Year=2017, price=481599
id =2812, brand=Maruti, model=Swift, Manufacture Year=2013, price=375099
id =2814, brand=Maruti, model=Baleno, Manufacture Year=2018, price=520399
id =2817, brand=Hyundai, model=Elite, Manufacture Year=2015, price=548199
id =2818, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=398899
id =2823, brand=Maruti, model=Baleno, Manufacture Year=2018, price=575299
id =2826, brand=Hyundai, model=Elite, Manufacture Year=2014, price=400699
id =2828, brand=Maruti, model=Swift, Manufacture Year=2018, price=509999
id =2829, brand=Maruti, model=Swift, Manufacture Year=2012, price=311899
id =2830, brand=Maruti, model=Swift, Manufacture Year=2019, price=556199
id =2833, brand=Maruti, model=Baleno, Manufacture Year=2017, price=449199
id =2837, brand=Hyundai, model=i20, Manufacture Year=2012, price=315999
id =2838, brand=Maruti, model=Baleno, Manufacture Year=2019, price=592199
id =2841, brand=Hyundai, model=Grand, Manufacture Year=2014, price=359899
id =2842, brand=Maruti, model=Baleno, Manufacture Year=2016, price=467399
id =2843, brand=Hyundai, model=i20, Manufacture Year=2013, price=300599
id =2846, brand=Maruti, model=Alto, Manufacture Year=2020, price=309199
id =2847, brand=Maruti, model=Swift, Manufacture Year=2018, price=432899
id =2848, brand=Maruti, model=Swift, Manufacture Year=2016, price=365099
id =2850, brand=Maruti, model=Swift, Manufacture Year=2015, price=342799
id =2851, brand=Hyundai, model=Grand, Manufacture Year=2017, price=433199
id =2853, brand=Hyundai, model=Elite, Manufacture Year=2017, price=525499
id =2854, brand=Maruti, model=Celerio, Manufacture Year=2015, price=336499
id =2855, brand=Maruti, model=Celerio, Manufacture Year=2016, price=336199
id =2856, brand=Maruti, model=Celerio, Manufacture Year=2016, price=359599
id =2858, brand=Maruti, model=Swift, Manufacture Year=2015, price=391499
id =2862, brand=Maruti, model=Baleno, Manufacture Year=2018, price=489599
id =2863, brand=Hyundai, model=Elite, Manufacture Year=2017, price=499299
id =2870, brand=Hyundai, model=Elite, Manufacture Year=2016, price=489999
id =2873, brand=Maruti, model=Baleno, Manufacture Year=2016, price=552599
id =2874, brand=Maruti, model=Swift, Manufacture Year=2018, price=557099
id =2876, brand=Maruti, model=Swift, Manufacture Year=2018, price=482299
id =2877, brand=Maruti, model=Wagon, Manufacture Year=2014, price=304699
id =2882, brand=Maruti, model=Swift, Manufacture Year=2018, price=549099
id =2885, brand=Maruti, model=Swift, Manufacture Year=2019, price=506099
id =2887, brand=Maruti, model=Baleno, Manufacture Year=2015, price=431899
id =2889, brand=Maruti, model=Swift, Manufacture Year=2014, price=322399
id =2892, brand=Hyundai, model=i20, Manufacture Year=2013, price=339899
id =2894, brand=Tata, model=Tiago, Manufacture Year=2019, price=403799
id =2900, brand=Maruti, model=Celerio, Manufacture Year=2016, price=396299
id =2906, brand=Maruti, model=Swift, Manufacture Year=2012, price=306099
id =2907, brand=Hyundai, model=Grand, Manufacture Year=2015, price=385999
id =2909, brand=Maruti, model=Swift, Manufacture Year=2014, price=353099
id =2911, brand=Maruti, model=Alto, Manufacture Year=2020, price=373399
id =2912, brand=Renault, model=Kwid, Manufacture Year=2019, price=324299
id =2913, brand=Maruti, model=Alto, Manufacture Year=2016, price=308099
id =2915, brand=Maruti, model=Alto, Manufacture Year=2018, price=340199
id =2917, brand=Maruti, model=Swift, Manufacture Year=2015, price=368999
id =2919, brand=Maruti, model=Swift, Manufacture Year=2017, price=536299
id =2921, brand=Hyundai, model=Grand, Manufacture Year=2019, price=489799
id =2922, brand=Maruti, model=Alto, Manufacture Year=2019, price=337299
id =2924, brand=Maruti, model=Swift, Manufacture Year=2012, price=322999
id =2925, brand=Hyundai, model=Grand, Manufacture Year=2015, price=356399
id =2926, brand=Maruti, model=Swift, Manufacture Year=2013, price=334699
id =2927, brand=Maruti, model=Swift, Manufacture Year=2013, price=311699
id =2929, brand=Maruti, model=Alto, Manufacture Year=2017, price=303799
id =2930, brand=Renault, model=Kwid, Manufacture Year=2019, price=407499
id =2931, brand=Maruti, model=Swift, Manufacture Year=2013, price=355599
id =2932, brand=Maruti, model=Swift, Manufacture Year=2015, price=383299
id =2936, brand=Volkswagen, model=Polo, Manufacture Year=2015, price=350299
id =2941, brand=Maruti, model=Swift, Manufacture Year=2018, price=452899
id =2942, brand=Honda, model=Brio, Manufacture Year=2015, price=306699
id =2943, brand=Maruti, model=Baleno, Manufacture Year=2017, price=539299
id =2944, brand=Maruti, model=Alto, Manufacture Year=2019, price=356699
id =2945, brand=Maruti, model=Swift, Manufacture Year=2015, price=409099
id =2946, brand=Maruti, model=Alto, Manufacture Year=2017, price=357299
id =2947, brand=Honda, model=Jazz, Manufacture Year=2018, price=590399
id =2948, brand=Maruti, model=New, Manufacture Year=2019, price=479199
id =2950, brand=Maruti, model=Swift, Manufacture Year=2017, price=498699
id =2951, brand=Maruti, model=Baleno, Manufacture Year=2015, price=512899
id =2952, brand=Maruti, model=S, Manufacture Year=2020, price=400199
id =2954, brand=Toyota, model=Etios, Manufacture Year=2013, price=311299
id =2955, brand=Maruti, model=Swift, Manufacture Year=2018, price=506499
